City,Date,Air Quality,Index Value,,,,,,,,,,,,,,,,,,,
Kanpur,10-20-2020,Poor,240,,,,,,,,,,,,,,,,,,,
Kolkata,10-20-2020,Moderate,125,,,,,,,,,,,,,,,,,,,
Lucknow,10-20-2020,Poor,295,,,,,,,,,,,,,,,,,,,
Ludhiana,10-20-2020,Moderate,192,,,,,,,,,,,,,,,,,,,
Mumbai,10-20-2020,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Nagpur,10-20-2020,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Noida,10-20-2020,Poor,219,,,,,,,,,,,,,,,,,,,
Patna,10-20-2020,Poor,214,,,,,,,,,,,,,,,,,,,
Pune,10-20-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,10-20-2020,Moderate,115,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-20-2020,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Varanasi,10-20-2020,,,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-20-2020,Good,31,,,,,,,,,,,,,,,,,,,
Agra,10-21-2020,Poor,268,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-21-2020,Moderate,157,,,,,,,,,,,,,,,,,,,
Ajmer,10-21-2020,Moderate,105,,,,,,,,,,,,,,,,,,,
Asanol,10-21-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-21-2020,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Chennai,10-21-2020,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Delhi,10-21-2020,Poor,256,,,,,,,,,,,,,,,,,,,
Gurugram,10-21-2020,Poor,263,,,,,,,,,,,,,,,,,,,
Hyderabad,10-21-2020,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Jaipur,10-21-2020,Moderate,123,,,,,,,,,,,,,,,,,,,
Kanpur,10-21-2020,Moderate,194,,,,,,,,,,,,,,,,,,,
Kolkata,10-21-2020,Good,48,,,,,,,,,,,,,,,,,,,
Lucknow,10-21-2020,Very Poor,328,,,,,,,,,,,,,,,,,,,
Ludhiana,10-21-2020,Moderate,159,,,,,,,,,,,,,,,,,,,
Mumbai,10-21-2020,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Nagpur,10-21-2020,,,,,,,,,,,,,,,,,,,,,
Noida,10-21-2020,Poor,264,,,,,,,,,,,,,,,,,,,
Patna,10-21-2020,Poor,205,,,,,,,,,,,,,,,,,,,
Pune,10-21-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,10-21-2020,Moderate,113,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-21-2020,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Ujjain,10-21-2020,Moderate,180,,,,,,,,,,,,,,,,,,,
Varanasi,10-21-2020,Poor,264,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-21-2020,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Agra,10-22-2020,Poor,264,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-22-2020,Moderate,159,,,,,,,,,,,,,,,,,,,
Ajmer,10-22-2020,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Asanol,10-22-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-22-2020,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Chennai,10-22-2020,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Delhi,10-22-2020,Poor,296,,,,,,,,,,,,,,,,,,,
Gurugram,10-22-2020,Poor,215,,,,,,,,,,,,,,,,,,,
Hyderabad,10-22-2020,Moderate,143,,,,,,,,,,,,,,,,,,,
Jaipur,10-22-2020,Moderate,127,,,,,,,,,,,,,,,,,,,
Kanpur,10-22-2020,Poor,263,,,,,,,,,,,,,,,,,,,
Kolkata,10-22-2020,Good,31,,,,,,,,,,,,,,,,,,,
Lucknow,10-22-2020,Poor,298,,,,,,,,,,,,,,,,,,,
Ludhiana,10-22-2020,Moderate,138,,,,,,,,,,,,,,,,,,,
Mumbai,10-22-2020,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Nagpur,10-22-2020,,,,,,,,,,,,,,,,,,,,,
Noida,10-22-2020,Very Poor,308,,,,,,,,,,,,,,,,,,,
Patna,10-22-2020,Poor,205,,,,,,,,,,,,,,,,,,,
Pune,10-22-2020,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Siliguri,10-22-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-22-2020,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Ujjain,10-22-2020,Moderate,170,,,,,,,,,,,,,,,,,,,
Varanasi,10-22-2020,Poor,220,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-22-2020,Moderate,130,,,,,,,,,,,,,,,,,,,
Agra,10-23-2020,Poor,291,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-23-2020,Moderate,135,,,,,,,,,,,,,,,,,,,
Ajmer,10-23-2020,Moderate,108,,,,,,,,,,,,,,,,,,,
Asanol,10-23-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-23-2020,Good,50,,,,,,,,,,,,,,,,,,,
Chennai,10-23-2020,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Delhi,10-23-2020,Very Poor,366,,,,,,,,,,,,,,,,,,,
Gurugram,10-23-2020,Very Poor,334,,,,,,,,,,,,,,,,,,,
Hyderabad,10-23-2020,Moderate,168,,,,,,,,,,,,,,,,,,,
Jaipur,10-23-2020,Moderate,148,,,,,,,,,,,,,,,,,,,
Kanpur,10-23-2020,Poor,261,,,,,,,,,,,,,,,,,,,
Kolkata,10-23-2020,Good,32,,,,,,,,,,,,,,,,,,,
Lucknow,10-23-2020,Poor,300,,,,,,,,,,,,,,,,,,,
Ludhiana,10-23-2020,Poor,222,,,,,,,,,,,,,,,,,,,
Mumbai,10-23-2020,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Nagpur,10-23-2020,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Noida,10-23-2020,Very Poor,369,,,,,,,,,,,,,,,,,,,
Patna,10-23-2020,Moderate,128,,,,,,,,,,,,,,,,,,,
Pune,10-23-2020,Good,47,,,,,,,,,,,,,,,,,,,
Siliguri,10-23-2020,Satisfactory,79,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-23-2020,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Ujjain,10-23-2020,Moderate,185,,,,,,,,,,,,,,,,,,,
Varanasi,10-23-2020,Moderate,174,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-23-2020,Poor,280,,,,,,,,,,,,,,,,,,,
Agra,10-24-2020,Poor,283,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-24-2020,Moderate,156,,,,,,,,,,,,,,,,,,,
Ajmer,10-24-2020,Moderate,140,,,,,,,,,,,,,,,,,,,
Asanol,10-24-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-24-2020,Good,44,,,,,,,,,,,,,,,,,,,
Chennai,10-24-2020,Satisfactory,65,,,,,,,,,,,,,,,,,,,
Delhi,10-24-2020,Very Poor,345,,,,,,,,,,,,,,,,,,,
Gurugram,10-24-2020,Very Poor,325,,,,,,,,,,,,,,,,,,,
Hyderabad,10-24-2020,Moderate,150,,,,,,,,,,,,,,,,,,,
Jaipur,10-24-2020,Moderate,171,,,,,,,,,,,,,,,,,,,
Kanpur,10-24-2020,Poor,223,,,,,,,,,,,,,,,,,,,
Kolkata,10-24-2020,Good,42,,,,,,,,,,,,,,,,,,,
Lucknow,10-24-2020,Poor,264,,,,,,,,,,,,,,,,,,,
Ludhiana,10-24-2020,Poor,248,,,,,,,,,,,,,,,,,,,
Mumbai,10-24-2020,Moderate,113,,,,,,,,,,,,,,,,,,,
Nagpur,10-24-2020,,,,,,,,,,,,,,,,,,,,,
Noida,10-24-2020,Very Poor,347,,,,,,,,,,,,,,,,,,,
Patna,10-24-2020,Moderate,150,,,,,,,,,,,,,,,,,,,
Pune,10-24-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,10-24-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-24-2020,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Ujjain,10-24-2020,Moderate,178,,,,,,,,,,,,,,,,,,,
Varanasi,10-24-2020,Moderate,153,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-24-2020,Very Poor,336,,,,,,,,,,,,,,,,,,,
Agra,10-25-2020,Very Poor,309,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-25-2020,Moderate,166,,,,,,,,,,,,,,,,,,,
Ajmer,10-25-2020,Moderate,154,,,,,,,,,,,,,,,,,,,
Asanol,10-25-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-25-2020,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Chennai,10-25-2020,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Delhi,10-25-2020,Very Poor,349,,,,,,,,,,,,,,,,,,,
Gurugram,10-25-2020,Very Poor,317,,,,,,,,,,,,,,,,,,,
Hyderabad,10-25-2020,Moderate,134,,,,,,,,,,,,,,,,,,,
Jaipur,10-25-2020,Moderate,139,,,,,,,,,,,,,,,,,,,
Kanpur,10-25-2020,Poor,272,,,,,,,,,,,,,,,,,,,
Kolkata,10-25-2020,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Lucknow,10-25-2020,Very Poor,314,,,,,,,,,,,,,,,,,,,
Ludhiana,10-25-2020,Poor,280,,,,,,,,,,,,,,,,,,,
Mumbai,10-25-2020,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Nagpur,10-25-2020,,,,,,,,,,,,,,,,,,,,,
Noida,10-25-2020,Very Poor,362,,,,,,,,,,,,,,,,,,,
Patna,10-25-2020,Moderate,173,,,,,,,,,,,,,,,,,,,
Pune,10-25-2020,Good,49,,,,,,,,,,,,,,,,,,,
Siliguri,10-25-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-25-2020,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Ujjain,10-25-2020,Moderate,193,,,,,,,,,,,,,,,,,,,
Varanasi,10-25-2020,Poor,252,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-25-2020,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Agra,10-26-2020,Poor,285,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-26-2020,Moderate,164,,,,,,,,,,,,,,,,,,,
Ajmer,10-26-2020,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Asanol,10-26-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-26-2020,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Chennai,10-26-2020,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Delhi,10-26-2020,Very Poor,353,,,,,,,,,,,,,,,,,,,
Gurugram,10-26-2020,Poor,258,,,,,,,,,,,,,,,,,,,
Hyderabad,10-26-2020,Moderate,121,,,,,,,,,,,,,,,,,,,
Jaipur,10-26-2020,Moderate,173,,,,,,,,,,,,,,,,,,,
Kanpur,10-26-2020,Poor,267,,,,,,,,,,,,,,,,,,,
Kolkata,10-26-2020,Moderate,152,,,,,,,,,,,,,,,,,,,
Lucknow,10-26-2020,Very Poor,334,,,,,,,,,,,,,,,,,,,
Ludhiana,10-26-2020,Moderate,164,,,,,,,,,,,,,,,,,,,
Mumbai,10-26-2020,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Nagpur,10-26-2020,,,,,,,,,,,,,,,,,,,,,
Noida,10-26-2020,Very Poor,376,,,,,,,,,,,,,,,,,,,
Patna,10-26-2020,Moderate,191,,,,,,,,,,,,,,,,,,,
Pune,10-26-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,10-26-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-26-2020,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Ujjain,10-26-2020,Poor,209,,,,,,,,,,,,,,,,,,,
Varanasi,10-26-2020,Poor,249,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-26-2020,Moderate,120,,,,,,,,,,,,,,,,,,,
Agra,10-27-2020,Poor,294,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-27-2020,Moderate,121,,,,,,,,,,,,,,,,,,,
Ajmer,10-27-2020,Poor,224,,,,,,,,,,,,,,,,,,,
Asanol,10-27-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-27-2020,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Chennai,10-27-2020,Moderate,109,,,,,,,,,,,,,,,,,,,
Delhi,10-27-2020,Very Poor,312,,,,,,,,,,,,,,,,,,,
Gurugram,10-27-2020,Very Poor,306,,,,,,,,,,,,,,,,,,,
Hyderabad,10-27-2020,Moderate,139,,,,,,,,,,,,,,,,,,,
Jaipur,10-27-2020,Moderate,192,,,,,,,,,,,,,,,,,,,
Kanpur,10-27-2020,Poor,276,,,,,,,,,,,,,,,,,,,
Kolkata,10-27-2020,Moderate,144,,,,,,,,,,,,,,,,,,,
Lucknow,10-27-2020,Very Poor,333,,,,,,,,,,,,,,,,,,,
Ludhiana,10-27-2020,Moderate,191,,,,,,,,,,,,,,,,,,,
Mumbai,10-27-2020,Satisfactory,100,,,,,,,,,,,,,,,,,,,
Nagpur,10-27-2020,,,,,,,,,,,,,,,,,,,,,
Noida,10-27-2020,Very Poor,320,,,,,,,,,,,,,,,,,,,
Patna,10-27-2020,Poor,214,,,,,,,,,,,,,,,,,,,
Pune,10-27-2020,Moderate,102,,,,,,,,,,,,,,,,,,,
Siliguri,10-27-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-27-2020,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Ujjain,10-27-2020,Moderate,190,,,,,,,,,,,,,,,,,,,
Varanasi,10-27-2020,Poor,222,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-27-2020,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Agra,10-28-2020,Very Poor,308,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-28-2020,Moderate,164,,,,,,,,,,,,,,,,,,,
Ajmer,10-28-2020,Moderate,121,,,,,,,,,,,,,,,,,,,
Asanol,10-28-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-28-2020,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Chennai,10-28-2020,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Delhi,10-28-2020,Poor,297,,,,,,,,,,,,,,,,,,,
Gurugram,10-28-2020,Very Poor,313,,,,,,,,,,,,,,,,,,,
Hyderabad,10-28-2020,Moderate,126,,,,,,,,,,,,,,,,,,,
Jaipur,10-28-2020,Moderate,148,,,,,,,,,,,,,,,,,,,
Kanpur,10-28-2020,Poor,282,,,,,,,,,,,,,,,,,,,
Kolkata,10-28-2020,Moderate,178,,,,,,,,,,,,,,,,,,,
Lucknow,10-28-2020,Very Poor,326,,,,,,,,,,,,,,,,,,,
Ludhiana,10-28-2020,Poor,224,,,,,,,,,,,,,,,,,,,
Mumbai,10-28-2020,Moderate,130,,,,,,,,,,,,,,,,,,,
Nagpur,10-28-2020,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Noida,10-28-2020,Very Poor,301,,,,,,,,,,,,,,,,,,,
Patna,10-28-2020,Poor,202,,,,,,,,,,,,,,,,,,,
Pune,10-28-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,10-28-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-28-2020,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Ujjain,10-28-2020,Poor,217,,,,,,,,,,,,,,,,,,,
Varanasi,10-28-2020,Poor,246,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-28-2020,Moderate,115,,,,,,,,,,,,,,,,,,,
Agra,10-29-2020,Very Poor,338,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-29-2020,Poor,207,,,,,,,,,,,,,,,,,,,
Ajmer,10-29-2020,Moderate,117,,,,,,,,,,,,,,,,,,,
Asanol,10-29-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-29-2020,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Chennai,10-29-2020,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Delhi,10-29-2020,Very Poor,395,,,,,,,,,,,,,,,,,,,
Gurugram,10-29-2020,Very Poor,384,,,,,,,,,,,,,,,,,,,
Hyderabad,10-29-2020,Moderate,145,,,,,,,,,,,,,,,,,,,
Jaipur,10-29-2020,Moderate,156,,,,,,,,,,,,,,,,,,,
Kanpur,10-29-2020,Poor,287,,,,,,,,,,,,,,,,,,,
Kolkata,10-29-2020,Moderate,145,,,,,,,,,,,,,,,,,,,
Lucknow,10-29-2020,Poor,270,,,,,,,,,,,,,,,,,,,
Ludhiana,10-29-2020,Poor,226,,,,,,,,,,,,,,,,,,,
Mumbai,10-29-2020,Moderate,146,,,,,,,,,,,,,,,,,,,
Nagpur,10-29-2020,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Noida,10-29-2020,Very Poor,383,,,,,,,,,,,,,,,,,,,
Patna,10-29-2020,Moderate,187,,,,,,,,,,,,,,,,,,,
Pune,10-29-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,10-29-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-29-2020,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Ujjain,10-29-2020,Poor,226,,,,,,,,,,,,,,,,,,,
Varanasi,10-29-2020,Poor,264,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-29-2020,Moderate,116,,,,,,,,,,,,,,,,,,,
Agra,10-30-2020,Very Poor,346,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-30-2020,Moderate,139,,,,,,,,,,,,,,,,,,,
Ajmer,10-30-2020,Moderate,118,,,,,,,,,,,,,,,,,,,
Asanol,10-30-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-30-2020,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Chennai,10-30-2020,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Delhi,10-30-2020,Very Poor,374,,,,,,,,,,,,,,,,,,,
Gurugram,10-30-2020,Very Poor,367,,,,,,,,,,,,,,,,,,,
Hyderabad,10-30-2020,Moderate,157,,,,,,,,,,,,,,,,,,,
Jaipur,10-30-2020,Moderate,198,,,,,,,,,,,,,,,,,,,
Kanpur,10-30-2020,Poor,243,,,,,,,,,,,,,,,,,,,
Kolkata,10-30-2020,Moderate,102,,,,,,,,,,,,,,,,,,,
Lucknow,10-30-2020,Poor,219,,,,,,,,,,,,,,,,,,,
Ludhiana,10-30-2020,Moderate,186,,,,,,,,,,,,,,,,,,,
Mumbai,10-30-2020,Moderate,131,,,,,,,,,,,,,,,,,,,
Nagpur,10-30-2020,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Noida,10-30-2020,Very Poor,379,,,,,,,,,,,,,,,,,,,
Patna,10-30-2020,Moderate,186,,,,,,,,,,,,,,,,,,,
Pune,10-30-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,10-30-2020,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-30-2020,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Ujjain,10-30-2020,Poor,216,,,,,,,,,,,,,,,,,,,
Varanasi,10-30-2020,Poor,245,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-30-2020,Moderate,148,,,,,,,,,,,,,,,,,,,
Agra,10-31-2020,Very Poor,332,,,,,,,,,,,,,,,,,,,
Ahmedabad,10-31-2020,Moderate,145,,,,,,,,,,,,,,,,,,,
Ajmer,10-31-2020,Moderate,141,,,,,,,,,,,,,,,,,,,
Asanol,10-31-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,10-31-2020,Moderate,101,,,,,,,,,,,,,,,,,,,
Chennai,10-31-2020,Moderate,118,,,,,,,,,,,,,,,,,,,
Delhi,10-31-2020,Very Poor,367,,,,,,,,,,,,,,,,,,,
Gurugram,10-31-2020,Very Poor,358,,,,,,,,,,,,,,,,,,,
Hyderabad,10-31-2020,Moderate,170,,,,,,,,,,,,,,,,,,,
Jaipur,10-31-2020,Poor,283,,,,,,,,,,,,,,,,,,,
Kanpur,10-31-2020,Poor,266,,,,,,,,,,,,,,,,,,,
Kolkata,10-31-2020,Moderate,114,,,,,,,,,,,,,,,,,,,
Lucknow,10-31-2020,Poor,226,,,,,,,,,,,,,,,,,,,
Ludhiana,10-31-2020,Moderate,161,,,,,,,,,,,,,,,,,,,
Mumbai,10-31-2020,Moderate,119,,,,,,,,,,,,,,,,,,,
Nagpur,10-31-2020,,,,,,,,,,,,,,,,,,,,,
Noida,10-31-2020,Very Poor,356,,,,,,,,,,,,,,,,,,,
Patna,10-31-2020,Moderate,152,,,,,,,,,,,,,,,,,,,
Pune,10-31-2020,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Siliguri,10-31-2020,Satisfactory,100,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,10-31-2020,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Ujjain,10-31-2020,Poor,222,,,,,,,,,,,,,,,,,,,
Varanasi,10-31-2020,Poor,237,,,,,,,,,,,,,,,,,,,
Visakhapatnam,10-31-2020,Poor,222,,,,,,,,,,,,,,,,,,,
Agra,11-01-2020,Very Poor,339,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-01-2020,Moderate,118,,,,,,,,,,,,,,,,,,,
Ajmer,11-01-2020,Moderate,116,,,,,,,,,,,,,,,,,,,
Asanol,11-01-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-01-2020,Moderate,114,,,,,,,,,,,,,,,,,,,
Chennai,11-01-2020,Moderate,117,,,,,,,,,,,,,,,,,,,
Delhi,11-01-2020,Very Poor,364,,,,,,,,,,,,,,,,,,,
Gurugram,11-01-2020,Very Poor,306,,,,,,,,,,,,,,,,,,,
Hyderabad,11-01-2020,Moderate,162,,,,,,,,,,,,,,,,,,,
Jaipur,11-01-2020,Moderate,134,,,,,,,,,,,,,,,,,,,
Kanpur,11-01-2020,Very Poor,352,,,,,,,,,,,,,,,,,,,
Kolkata,11-01-2020,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Lucknow,11-01-2020,Very Poor,318,,,,,,,,,,,,,,,,,,,
Ludhiana,11-01-2020,,,,,,,,,,,,,,,,,,,,,
Mumbai,11-01-2020,Moderate,111,,,,,,,,,,,,,,,,,,,
Nagpur,11-01-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-01-2020,Very Poor,384,,,,,,,,,,,,,,,,,,,
Patna,11-01-2020,Moderate,164,,,,,,,,,,,,,,,,,,,
Pune,11-01-2020,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Siliguri,11-01-2020,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-01-2020,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Ujjain,11-01-2020,Moderate,188,,,,,,,,,,,,,,,,,,,
Varanasi,11-01-2020,Poor,266,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-01-2020,Poor,247,,,,,,,,,,,,,,,,,,,
Agra,11-02-2020,Poor,271,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-02-2020,Moderate,195,,,,,,,,,,,,,,,,,,,
Ajmer,11-02-2020,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Asanol,11-02-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-02-2020,Moderate,140,,,,,,,,,,,,,,,,,,,
Chennai,11-02-2020,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Delhi,11-02-2020,Poor,293,,,,,,,,,,,,,,,,,,,
Gurugram,11-02-2020,Very Poor,304,,,,,,,,,,,,,,,,,,,
Hyderabad,11-02-2020,Moderate,163,,,,,,,,,,,,,,,,,,,
Jaipur,11-02-2020,Moderate,133,,,,,,,,,,,,,,,,,,,
Kanpur,11-02-2020,Very Poor,324,,,,,,,,,,,,,,,,,,,
Kolkata,11-02-2020,Good,40,,,,,,,,,,,,,,,,,,,
Lucknow,11-02-2020,Very Poor,312,,,,,,,,,,,,,,,,,,,
Ludhiana,11-02-2020,Poor,248,,,,,,,,,,,,,,,,,,,
Mumbai,11-02-2020,Moderate,125,,,,,,,,,,,,,,,,,,,
Nagpur,11-02-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-02-2020,Poor,299,,,,,,,,,,,,,,,,,,,
Patna,11-02-2020,Poor,203,,,,,,,,,,,,,,,,,,,
Pune,11-02-2020,Moderate,119,,,,,,,,,,,,,,,,,,,
Siliguri,11-02-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-02-2020,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Ujjain,11-02-2020,Poor,219,,,,,,,,,,,,,,,,,,,
Varanasi,11-02-2020,Very Poor,312,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-02-2020,Moderate,193,,,,,,,,,,,,,,,,,,,
Agra,11-03-2020,Poor,264,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-03-2020,Moderate,166,,,,,,,,,,,,,,,,,,,
Ajmer,11-03-2020,Moderate,103,,,,,,,,,,,,,,,,,,,
Asanol,11-03-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-03-2020,Moderate,119,,,,,,,,,,,,,,,,,,,
Chennai,11-03-2020,Moderate,148,,,,,,,,,,,,,,,,,,,
Delhi,11-03-2020,Very Poor,302,,,,,,,,,,,,,,,,,,,
Gurugram,11-03-2020,Poor,270,,,,,,,,,,,,,,,,,,,
Hyderabad,11-03-2020,Moderate,167,,,,,,,,,,,,,,,,,,,
Jaipur,11-03-2020,Moderate,176,,,,,,,,,,,,,,,,,,,
Kanpur,11-03-2020,Very Poor,327,,,,,,,,,,,,,,,,,,,
Kolkata,11-03-2020,Moderate,134,,,,,,,,,,,,,,,,,,,
Lucknow,11-03-2020,Very Poor,343,,,,,,,,,,,,,,,,,,,
Ludhiana,11-03-2020,Poor,243,,,,,,,,,,,,,,,,,,,
Mumbai,11-03-2020,Moderate,194,,,,,,,,,,,,,,,,,,,
Nagpur,11-03-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-03-2020,Very Poor,321,,,,,,,,,,,,,,,,,,,
Patna,11-03-2020,Poor,234,,,,,,,,,,,,,,,,,,,
Pune,11-03-2020,Satisfactory,98,,,,,,,,,,,,,,,,,,,
Siliguri,11-03-2020,Moderate,111,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-03-2020,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Ujjain,11-03-2020,Moderate,153,,,,,,,,,,,,,,,,,,,
Varanasi,11-03-2020,Poor,223,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-03-2020,Satisfactory,93,,,,,,,,,,,,,,,,,,,
Agra,11-04-2020,Poor,276,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-04-2020,Moderate,136,,,,,,,,,,,,,,,,,,,
Ajmer,11-04-2020,Moderate,151,,,,,,,,,,,,,,,,,,,
Asanol,11-04-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-04-2020,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Chennai,11-04-2020,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Delhi,11-04-2020,Very Poor,343,,,,,,,,,,,,,,,,,,,
Gurugram,11-04-2020,Poor,296,,,,,,,,,,,,,,,,,,,
Hyderabad,11-04-2020,Moderate,155,,,,,,,,,,,,,,,,,,,
Jaipur,11-04-2020,Moderate,191,,,,,,,,,,,,,,,,,,,
Kanpur,11-04-2020,Very Poor,334,,,,,,,,,,,,,,,,,,,
